center,left,right,steering,throttle,reverse,speed
center_2022_09_18_12_21_44_401.jpg,left_2022_09_18_12_21_44_401.jpg,right_2022_09_18_12_21_44_401.jpg,-0.3784179,0.0984882,0.0,14.25878
center_2022_09_18_12_21_44_502.jpg,left_2022_09_18_12_21_44_502.jpg,right_2022_09_18_12_21_44_502.jpg,-0.6803039,0.4003743,0.0,13.86654
center_2022_09_18_12_21_44_604.jpg,left_2022_09_18_12_21_44_604.jpg,right_2022_09_18_12_21_44_604.jpg,-0.7593515,0.6529281,0.0,14.73507
center_2022_09_18_12_21_44_704.jpg,left_2022_09_18_12_21_44_704.jpg,right_2022_09_18_12_21_44_704.jpg,-0.6673856,0.35184,0.0,14.93175
center_2022_09_18_12_21_44_805.jpg,left_2022_09_18_12_21_44_805.jpg,right_2022_09_18_12_21_44_805.jpg,-0.6138278,0.653571,0.0,15.60813
center_2022_09_18_12_21_44_907.jpg,left_2022_09_18_12_21_44_907.jpg,right_2022_09_18_12_21_44_907.jpg,-0.3089397,0.3870343,0.0,15.88978
center_2022_09_18_12_21_45_737.jpg,left_2022_09_18_12_21_45_737.jpg,right_2022_09_18_12_21_45_737.jpg,0.018783,0.0,0.0,17.21341
center_2022_09_18_12_21_45_838.jpg,left_2022_09_18_12_21_45_838.jpg,right_2022_09_18_12_21_45_838.jpg,0.1705167,0.0,0.0,17.54683
center_2022_09_18_12_21_46_044.jpg,left_2022_09_18_12_21_46_044.jpg,right_2022_09_18_12_21_46_044.jpg,0.0,0.07254089,0.0,17.19577
center_2022_09_18_12_21_46_252.jpg,left_2022_09_18_12_21_46_252.jpg,right_2022_09_18_12_21_46_252.jpg,0.0,0.1529913,0.0,17.44952
center_2022_09_18_12_21_46_562.jpg,left_2022_09_18_12_21_46_562.jpg,right_2022_09_18_12_21_46_562.jpg,-0.1081761,0.330606,0.0,17.51116
center_2022_09_18_12_21_49_309.jpg,left_2022_09_18_12_21_49_309.jpg,right_2022_09_18_12_21_49_309.jpg,-0.0721914,1.0,0.0,30.18944
center_2022_09_18_12_21_49_412.jpg,left_2022_09_18_12_21_49_412.jpg,right_2022_09_18_12_21_49_412.jpg,-0.3671028,1.0,0.0,30.15948
center_2022_09_18_12_21_49_517.jpg,left_2022_09_18_12_21_49_517.jpg,right_2022_09_18_12_21_49_517.jpg,-0.457794,0.9119581,0.0,30.16169
center_2022_09_18_12_21_49_618.jpg,left_2022_09_18_12_21_49_618.jpg,right_2022_09_18_12_21_49_618.jpg,-0.153114,0.607278,0.0,30.10542
center_2022_09_18_12_21_50_128.jpg,left_2022_09_18_12_21_50_128.jpg,right_2022_09_18_12_21_50_128.jpg,0.3406047,0.0,0.4007118,26.90358
center_2022_09_18_12_21_50_235.jpg,left_2022_09_18_12_21_50_235.jpg,right_2022_09_18_12_21_50_235.jpg,0.6381861,0.0,0.6982932,24.94247
center_2022_09_18_12_21_50_341.jpg,left_2022_09_18_12_21_50_341.jpg,right_2022_09_18_12_21_50_341.jpg,1.0,0.0,1.0,22.55267
center_2022_09_18_12_21_50_445.jpg,left_2022_09_18_12_21_50_445.jpg,right_2022_09_18_12_21_50_445.jpg,1.0,0.0,1.0,20.59139
center_2022_09_18_12_21_50_549.jpg,left_2022_09_18_12_21_50_549.jpg,right_2022_09_18_12_21_50_549.jpg,1.0,0.0,1.0,18.78093
center_2022_09_18_12_21_50_654.jpg,left_2022_09_18_12_21_50_654.jpg,right_2022_09_18_12_21_50_654.jpg,1.0,0.0,1.0,17.08981
center_2022_09_18_12_21_50_759.jpg,left_2022_09_18_12_21_50_759.jpg,right_2022_09_18_12_21_50_759.jpg,1.0,0.0,1.0,15.10471
center_2022_09_18_12_21_50_860.jpg,left_2022_09_18_12_21_50_860.jpg,right_2022_09_18_12_21_50_860.jpg,1.0,0.0,1.0,13.52211
center_2022_09_18_12_21_50_962.jpg,left_2022_09_18_12_21_50_962.jpg,right_2022_09_18_12_21_50_962.jpg,1.0,0.0,0.7895746,11.96934
center_2022_09_18_12_21_51_063.jpg,left_2022_09_18_12_21_51_063.jpg,right_2022_09_18_12_21_51_063.jpg,1.0,0.0,0.4879489,10.43495
center_2022_09_18_12_21_51_166.jpg,left_2022_09_18_12_21_51_166.jpg,right_2022_09_18_12_21_51_166.jpg,1.0,0.0,0.1891213,8.88636
center_2022_09_18_12_21_51_267.jpg,left_2022_09_18_12_21_51_267.jpg,right_2022_09_18_12_21_51_267.jpg,1.0,0.0,0.0,7.633482
center_2022_09_18_12_21_51_368.jpg,left_2022_09_18_12_21_51_368.jpg,right_2022_09_18_12_21_51_368.jpg,1.0,0.0,0.0,7.519024
center_2022_09_18_12_21_51_470.jpg,left_2022_09_18_12_21_51_470.jpg,right_2022_09_18_12_21_51_470.jpg,1.0,0.0,0.0,7.405168
center_2022_09_18_12_21_51_571.jpg,left_2022_09_18_12_21_51_571.jpg,right_2022_09_18_12_21_51_571.jpg,1.0,0.0,0.0,7.2894
center_2022_09_18_12_21_51_672.jpg,left_2022_09_18_12_21_51_672.jpg,right_2022_09_18_12_21_51_672.jpg,1.0,0.0,0.0,7.190516
center_2022_09_18_12_21_51_776.jpg,left_2022_09_18_12_21_51_776.jpg,right_2022_09_18_12_21_51_776.jpg,1.0,0.0,0.0,7.072945
center_2022_09_18_12_21_51_878.jpg,left_2022_09_18_12_21_51_878.jpg,right_2022_09_18_12_21_51_878.jpg,1.0,0.0,0.0,6.992196
center_2022_09_18_12_21_51_980.jpg,left_2022_09_18_12_21_51_980.jpg,right_2022_09_18_12_21_51_980.jpg,1.0,0.0,0.0,6.920708
center_2022_09_18_12_21_52_082.jpg,left_2022_09_18_12_21_52_082.jpg,right_2022_09_18_12_21_52_082.jpg,1.0,0.0,0.0,6.848757
center_2022_09_18_12_21_52_183.jpg,left_2022_09_18_12_21_52_183.jpg,right_2022_09_18_12_21_52_183.jpg,1.0,0.0,0.0,6.775495
center_2022_09_18_12_21_52_285.jpg,left_2022_09_18_12_21_52_285.jpg,right_2022_09_18_12_21_52_285.jpg,1.0,0.0,0.0,6.690534
center_2022_09_18_12_21_52_389.jpg,left_2022_09_18_12_21_52_389.jpg,right_2022_09_18_12_21_52_389.jpg,1.0,0.0,0.0,6.593147
center_2022_09_18_12_21_52_490.jpg,left_2022_09_18_12_21_52_490.jpg,right_2022_09_18_12_21_52_490.jpg,-0.1052157,0.0,0.184596,5.594622
center_2022_09_18_12_21_52_592.jpg,left_2022_09_18_12_21_52_592.jpg,right_2022_09_18_12_21_52_592.jpg,-0.4027654,0.0,0.4821456,4.517722
center_2022_09_18_12_21_52_692.jpg,left_2022_09_18_12_21_52_692.jpg,right_2022_09_18_12_21_52_692.jpg,-0.714652,0.0,0.7940322,4.158285
center_2022_09_18_12_21_52_794.jpg,left_2022_09_18_12_21_52_794.jpg,right_2022_09_18_12_21_52_794.jpg,-1.0,0.0,1.0,3.715946
center_2022_09_18_12_21_52_898.jpg,left_2022_09_18_12_21_52_898.jpg,right_2022_09_18_12_21_52_898.jpg,-1.0,0.0,1.0,3.239473
center_2022_09_18_12_21_52_999.jpg,left_2022_09_18_12_21_52_999.jpg,right_2022_09_18_12_21_52_999.jpg,-1.0,0.0,1.0,2.836342
center_2022_09_18_12_21_53_100.jpg,left_2022_09_18_12_21_53_100.jpg,right_2022_09_18_12_21_53_100.jpg,-1.0,0.0,1.0,2.462815
center_2022_09_18_12_21_53_200.jpg,left_2022_09_18_12_21_53_200.jpg,right_2022_09_18_12_21_53_200.jpg,-1.0,0.0,1.0,2.077533
center_2022_09_18_12_21_53_301.jpg,left_2022_09_18_12_21_53_301.jpg,right_2022_09_18_12_21_53_301.jpg,-1.0,0.0,1.0,1.731494
center_2022_09_18_12_21_53_404.jpg,left_2022_09_18_12_21_53_404.jpg,right_2022_09_18_12_21_53_404.jpg,-1.0,0.0,1.0,1.356525
center_2022_09_18_12_21_53_505.jpg,left_2022_09_18_12_21_53_505.jpg,right_2022_09_18_12_21_53_505.jpg,-1.0,0.0,1.0,1.004415
center_2022_09_18_12_21_53_609.jpg,left_2022_09_18_12_21_53_609.jpg,right_2022_09_18_12_21_53_609.jpg,-1.0,0.0,1.0,0.6337476
center_2022_09_18_12_21_53_711.jpg,left_2022_09_18_12_21_53_711.jpg,right_2022_09_18_12_21_53_711.jpg,-1.0,0.0,1.0,0.3104946
center_2022_09_18_12_21_53_813.jpg,left_2022_09_18_12_21_53_813.jpg,right_2022_09_18_12_21_53_813.jpg,-1.0,0.0,1.0,0.04980835
center_2022_09_18_12_21_53_915.jpg,left_2022_09_18_12_21_53_915.jpg,right_2022_09_18_12_21_53_915.jpg,-1.0,0.0,1.0,0.4206363
center_2022_09_18_12_21_54_016.jpg,left_2022_09_18_12_21_54_016.jpg,right_2022_09_18_12_21_54_016.jpg,-1.0,0.0,1.0,0.7676646
center_2022_09_18_12_21_54_117.jpg,left_2022_09_18_12_21_54_117.jpg,right_2022_09_18_12_21_54_117.jpg,-1.0,0.0,1.0,1.108972
center_2022_09_18_12_21_54_218.jpg,left_2022_09_18_12_21_54_218.jpg,right_2022_09_18_12_21_54_218.jpg,-1.0,0.0,1.0,1.373438
center_2022_09_18_12_21_54_320.jpg,left_2022_09_18_12_21_54_320.jpg,right_2022_09_18_12_21_54_320.jpg,-1.0,0.0,1.0,1.683038
center_2022_09_18_12_21_54_420.jpg,left_2022_09_18_12_21_54_420.jpg,right_2022_09_18_12_21_54_420.jpg,-1.0,0.0,1.0,1.998397
center_2022_09_18_12_21_54_524.jpg,left_2022_09_18_12_21_54_524.jpg,right_2022_09_18_12_21_54_524.jpg,-1.0,0.0,1.0,2.324808
center_2022_09_18_12_21_54_625.jpg,left_2022_09_18_12_21_54_625.jpg,right_2022_09_18_12_21_54_625.jpg,-1.0,0.0,1.0,2.606625
center_2022_09_18_12_21_54_727.jpg,left_2022_09_18_12_21_54_727.jpg,right_2022_09_18_12_21_54_727.jpg,-1.0,0.0,1.0,2.896132
center_2022_09_18_12_21_54_830.jpg,left_2022_09_18_12_21_54_830.jpg,right_2022_09_18_12_21_54_830.jpg,-1.0,0.0,1.0,3.188549
center_2022_09_18_12_21_54_934.jpg,left_2022_09_18_12_21_54_934.jpg,right_2022_09_18_12_21_54_934.jpg,-1.0,0.0,1.0,3.478307
center_2022_09_18_12_21_55_038.jpg,left_2022_09_18_12_21_55_038.jpg,right_2022_09_18_12_21_55_038.jpg,-1.0,0.0,1.0,3.830269
center_2022_09_18_12_21_55_138.jpg,left_2022_09_18_12_21_55_138.jpg,right_2022_09_18_12_21_55_138.jpg,-1.0,0.0,1.0,4.143984
center_2022_09_18_12_21_55_240.jpg,left_2022_09_18_12_21_55_240.jpg,right_2022_09_18_12_21_55_240.jpg,-1.0,0.0,1.0,4.444482
center_2022_09_18_12_21_55_343.jpg,left_2022_09_18_12_21_55_343.jpg,right_2022_09_18_12_21_55_343.jpg,-1.0,0.0,1.0,4.743538
center_2022_09_18_12_21_55_443.jpg,left_2022_09_18_12_21_55_443.jpg,right_2022_09_18_12_21_55_443.jpg,-1.0,0.0,1.0,5.039088
center_2022_09_18_12_21_55_546.jpg,left_2022_09_18_12_21_55_546.jpg,right_2022_09_18_12_21_55_546.jpg,-1.0,0.0,1.0,5.323596
center_2022_09_18_12_21_55_649.jpg,left_2022_09_18_12_21_55_649.jpg,right_2022_09_18_12_21_55_649.jpg,-1.0,0.0,1.0,5.582619
center_2022_09_18_12_21_55_752.jpg,left_2022_09_18_12_21_55_752.jpg,right_2022_09_18_12_21_55_752.jpg,-1.0,0.0,1.0,5.838776
center_2022_09_18_12_21_55_852.jpg,left_2022_09_18_12_21_55_852.jpg,right_2022_09_18_12_21_55_852.jpg,-1.0,0.0,1.0,6.088383
center_2022_09_18_12_21_55_954.jpg,left_2022_09_18_12_21_55_954.jpg,right_2022_09_18_12_21_55_954.jpg,-1.0,0.0,1.0,6.329959
center_2022_09_18_12_21_56_058.jpg,left_2022_09_18_12_21_56_058.jpg,right_2022_09_18_12_21_56_058.jpg,-1.0,0.0,1.0,6.615729
center_2022_09_18_12_21_56_161.jpg,left_2022_09_18_12_21_56_161.jpg,right_2022_09_18_12_21_56_161.jpg,-1.0,0.0,1.0,6.871348
center_2022_09_18_12_21_56_262.jpg,left_2022_09_18_12_21_56_262.jpg,right_2022_09_18_12_21_56_262.jpg,-1.0,0.0,1.0,7.129583
center_2022_09_18_12_21_56_362.jpg,left_2022_09_18_12_21_56_362.jpg,right_2022_09_18_12_21_56_362.jpg,-1.0,0.0,1.0,7.399811
center_2022_09_18_12_21_56_467.jpg,left_2022_09_18_12_21_56_467.jpg,right_2022_09_18_12_21_56_467.jpg,-1.0,0.0,0.7169659,7.613599
center_2022_09_18_12_21_56_568.jpg,left_2022_09_18_12_21_56_568.jpg,right_2022_09_18_12_21_56_568.jpg,-1.0,0.0,0.4131991,7.714496
center_2022_09_18_12_21_56_672.jpg,left_2022_09_18_12_21_56_672.jpg,right_2022_09_18_12_21_56_672.jpg,-1.0,0.0,0.3189601,7.721564
center_2022_09_18_12_21_56_773.jpg,left_2022_09_18_12_21_56_773.jpg,right_2022_09_18_12_21_56_773.jpg,-1.0,0.0,0.6244861,7.795499
center_2022_09_18_12_21_56_875.jpg,left_2022_09_18_12_21_56_875.jpg,right_2022_09_18_12_21_56_875.jpg,-1.0,0.0,0.9185079,7.973157
center_2022_09_18_12_22_06_151.jpg,left_2022_09_18_12_22_06_151.jpg,right_2022_09_18_12_22_06_151.jpg,0.2078529,0.4369158,0.0,16.39867
center_2022_09_18_12_22_06_255.jpg,left_2022_09_18_12_22_06_255.jpg,right_2022_09_18_12_22_06_255.jpg,0.0,0.1289667,0.0,16.6836
center_2022_09_18_12_22_06_359.jpg,left_2022_09_18_12_22_06_359.jpg,right_2022_09_18_12_22_06_359.jpg,0.1926522,0.0,0.0,16.50916
center_2022_09_18_12_22_06_463.jpg,left_2022_09_18_12_22_06_463.jpg,right_2022_09_18_12_22_06_463.jpg,0.394782,0.0,0.0,16.05006
center_2022_09_18_12_22_06_566.jpg,left_2022_09_18_12_22_06_566.jpg,right_2022_09_18_12_22_06_566.jpg,0.09769173,0.0,0.0,16.10392
center_2022_09_18_12_22_06_971.jpg,left_2022_09_18_12_22_06_971.jpg,right_2022_09_18_12_22_06_971.jpg,-0.2022288,0.0,0.0,15.92218
center_2022_09_18_12_22_07_075.jpg,left_2022_09_18_12_22_07_075.jpg,right_2022_09_18_12_22_07_075.jpg,-0.5003428,0.0,0.0,15.44328
center_2022_09_18_12_22_07_179.jpg,left_2022_09_18_12_22_07_179.jpg,right_2022_09_18_12_22_07_179.jpg,-0.2810666,0.0,0.0,15.2562
center_2022_09_18_12_22_07_284.jpg,left_2022_09_18_12_22_07_284.jpg,right_2022_09_18_12_22_07_284.jpg,-0.5757806,0.0,0.0,15.2727
center_2022_09_18_12_22_07_387.jpg,left_2022_09_18_12_22_07_387.jpg,right_2022_09_18_12_22_07_387.jpg,-0.5448355,0.0,0.0,14.79017
center_2022_09_18_12_22_07_487.jpg,left_2022_09_18_12_22_07_487.jpg,right_2022_09_18_12_22_07_487.jpg,-0.5066699,0.0,0.0,14.91508
center_2022_09_18_12_22_07_588.jpg,left_2022_09_18_12_22_07_588.jpg,right_2022_09_18_12_22_07_588.jpg,-0.6716305,0.0,0.0,14.43147
center_2022_09_18_12_22_07_694.jpg,left_2022_09_18_12_22_07_694.jpg,right_2022_09_18_12_22_07_694.jpg,-0.3555193,0.021708,0.0,14.54744
center_2022_09_18_12_22_07_797.jpg,left_2022_09_18_12_22_07_797.jpg,right_2022_09_18_12_22_07_797.jpg,0.1218333,0.3680763,0.0,14.61727
center_2022_09_18_12_22_07_897.jpg,left_2022_09_18_12_22_07_897.jpg,right_2022_09_18_12_22_07_897.jpg,0.388536,0.5264881,0.0,14.72404
center_2022_09_18_12_22_07_999.jpg,left_2022_09_18_12_22_07_999.jpg,right_2022_09_18_12_22_07_999.jpg,0.08355871,0.2215107,0.0,15.34716
center_2022_09_18_12_22_08_100.jpg,left_2022_09_18_12_22_08_100.jpg,right_2022_09_18_12_22_08_100.jpg,0.3757839,0.0548226,0.0,14.84931
center_2022_09_18_12_22_08_206.jpg,left_2022_09_18_12_22_08_206.jpg,right_2022_09_18_12_22_08_206.jpg,0.654792,0.3684441,0.0,15.24436
center_2022_09_18_12_22_08_312.jpg,left_2022_09_18_12_22_08_312.jpg,right_2022_09_18_12_22_08_312.jpg,0.3559863,0.104328,0.0,14.97003
center_2022_09_18_12_22_08_417.jpg,left_2022_09_18_12_22_08_417.jpg,right_2022_09_18_12_22_08_417.jpg,0.6706777,0.236436,0.0,14.84493
center_2022_09_18_12_22_08_522.jpg,left_2022_09_18_12_22_08_522.jpg,right_2022_09_18_12_22_08_522.jpg,0.7080916,0.4103787,0.0,15.50338
center_2022_09_18_12_22_08_627.jpg,left_2022_09_18_12_22_08_627.jpg,right_2022_09_18_12_22_08_627.jpg,0.4089183,0.1112055,0.0,15.24507
center_2022_09_18_12_22_08_729.jpg,left_2022_09_18_12_22_08_729.jpg,right_2022_09_18_12_22_08_729.jpg,0.1212561,0.0,0.0,15.61583
center_2022_09_18_12_22_15_600.jpg,left_2022_09_18_12_22_15_600.jpg,right_2022_09_18_12_22_15_600.jpg,0.1898625,0.0,0.0,16.24924
center_2022_09_18_12_22_15_704.jpg,left_2022_09_18_12_22_15_704.jpg,right_2022_09_18_12_22_15_704.jpg,0.4812987,0.0,0.0,15.48394
center_2022_09_18_12_22_15_807.jpg,left_2022_09_18_12_22_15_807.jpg,right_2022_09_18_12_22_15_807.jpg,0.5570361,0.1561719,0.0,15.71527
center_2022_09_18_12_22_15_911.jpg,left_2022_09_18_12_22_15_911.jpg,right_2022_09_18_12_22_15_911.jpg,0.2604795,0.25409,0.0,15.40236
center_2022_09_18_12_22_16_013.jpg,left_2022_09_18_12_22_16_013.jpg,right_2022_09_18_12_22_16_013.jpg,0.2044125,0.0,0.0,15.90966
center_2022_09_18_12_22_16_117.jpg,left_2022_09_18_12_22_16_117.jpg,right_2022_09_18_12_22_16_117.jpg,0.5558707,0.04295069,0.0,15.78002
center_2022_09_18_12_22_16_218.jpg,left_2022_09_18_12_22_16_218.jpg,right_2022_09_18_12_22_16_218.jpg,0.4791938,0.0,0.0,15.01683
center_2022_09_18_12_22_16_321.jpg,left_2022_09_18_12_22_16_321.jpg,right_2022_09_18_12_22_16_321.jpg,0.6332249,0.0563808,0.0,15.38276
center_2022_09_18_12_22_16_428.jpg,left_2022_09_18_12_22_16_428.jpg,right_2022_09_18_12_22_16_428.jpg,0.3347945,0.3548112,0.0,14.98571
center_2022_09_18_12_22_16_534.jpg,left_2022_09_18_12_22_16_534.jpg,right_2022_09_18_12_22_16_534.jpg,0.04517267,0.107076,0.0,15.61255
center_2022_09_18_12_22_16_848.jpg,left_2022_09_18_12_22_16_848.jpg,right_2022_09_18_12_22_16_848.jpg,0.0,0.5303139,0.0,15.60344
center_2022_09_18_12_22_17_165.jpg,left_2022_09_18_12_22_17_165.jpg,right_2022_09_18_12_22_17_165.jpg,-0.3180786,0.0,0.0,16.05999
center_2022_09_18_12_22_17_266.jpg,left_2022_09_18_12_22_17_266.jpg,right_2022_09_18_12_22_17_266.jpg,-0.2014536,0.0,0.0,15.3353
center_2022_09_18_12_22_17_371.jpg,left_2022_09_18_12_22_17_371.jpg,right_2022_09_18_12_22_17_371.jpg,-0.1624209,0.0,0.0,15.72901
center_2022_09_18_12_22_17_475.jpg,left_2022_09_18_12_22_17_475.jpg,right_2022_09_18_12_22_17_475.jpg,-0.4148563,0.0,0.0,14.99992
center_2022_09_18_12_22_17_581.jpg,left_2022_09_18_12_22_17_581.jpg,right_2022_09_18_12_22_17_581.jpg,-0.04006416,0.3539994,0.0,15.0743
center_2022_09_18_12_22_17_885.jpg,left_2022_09_18_12_22_17_885.jpg,right_2022_09_18_12_22_17_885.jpg,0.3369171,0.0,0.0,15.3199
center_2022_09_18_12_22_17_987.jpg,left_2022_09_18_12_22_17_987.jpg,right_2022_09_18_12_22_17_987.jpg,0.1730406,0.0,0.0,14.6403
center_2022_09_18_12_22_18_819.jpg,left_2022_09_18_12_22_18_819.jpg,right_2022_09_18_12_22_18_819.jpg,0.1933953,0.0,0.0,15.41706
center_2022_09_18_12_22_18_920.jpg,left_2022_09_18_12_22_18_920.jpg,right_2022_09_18_12_22_18_920.jpg,0.4968102,0.3034149,0.0,15.81801
center_2022_09_18_12_22_19_028.jpg,left_2022_09_18_12_22_19_028.jpg,right_2022_09_18_12_22_19_028.jpg,0.2007858,0.211375,0.0,15.58806
center_2022_09_18_12_22_19_238.jpg,left_2022_09_18_12_22_19_238.jpg,right_2022_09_18_12_22_19_238.jpg,0.2471259,0.0,0.0,15.82115
center_2022_09_18_12_22_19_339.jpg,left_2022_09_18_12_22_19_339.jpg,right_2022_09_18_12_22_19_339.jpg,0.5490226,0.0546915,0.0,15.04457
center_2022_09_18_12_22_19_444.jpg,left_2022_09_18_12_22_19_444.jpg,right_2022_09_18_12_22_19_444.jpg,0.7019953,0.3512922,0.0,15.43586
center_2022_09_18_12_22_19_550.jpg,left_2022_09_18_12_22_19_550.jpg,right_2022_09_18_12_22_19_550.jpg,0.3898528,0.2632287,0.0,15.30902
center_2022_09_18_12_22_19_650.jpg,left_2022_09_18_12_22_19_650.jpg,right_2022_09_18_12_22_19_650.jpg,0.09010208,0.0,0.0,15.75448
center_2022_09_18_12_22_19_750.jpg,left_2022_09_18_12_22_19_750.jpg,right_2022_09_18_12_22_19_750.jpg,0.0,0.0,0.0,15.05614
center_2022_09_18_12_22_20_880.jpg,left_2022_09_18_12_22_20_880.jpg,right_2022_09_18_12_22_20_880.jpg,-0.3064179,0.0,0.0,13.82847
center_2022_09_18_12_22_20_981.jpg,left_2022_09_18_12_22_20_981.jpg,right_2022_09_18_12_22_20_981.jpg,-0.2833842,0.0,0.0,13.11187
center_2022_09_18_12_22_21_085.jpg,left_2022_09_18_12_22_21_085.jpg,right_2022_09_18_12_22_21_085.jpg,-0.06134339,0.0,0.0,13.53624
center_2022_09_18_12_22_21_185.jpg,left_2022_09_18_12_22_21_185.jpg,right_2022_09_18_12_22_21_185.jpg,-0.3623811,0.0,0.0,12.91432
center_2022_09_18_12_22_21_287.jpg,left_2022_09_18_12_22_21_287.jpg,right_2022_09_18_12_22_21_287.jpg,-0.3785799,0.0,0.0,13.1517
center_2022_09_18_12_22_21_387.jpg,left_2022_09_18_12_22_21_387.jpg,right_2022_09_18_12_22_21_387.jpg,-0.07779058,0.0,0.0,12.47818
center_2022_09_18_12_22_21_911.jpg,left_2022_09_18_12_22_21_911.jpg,right_2022_09_18_12_22_21_911.jpg,-0.1877232,0.0,0.0,13.59032
center_2022_09_18_12_22_22_016.jpg,left_2022_09_18_12_22_22_016.jpg,right_2022_09_18_12_22_22_016.jpg,-0.4691997,0.0,0.0,13.31047
center_2022_09_18_12_22_22_119.jpg,left_2022_09_18_12_22_22_119.jpg,right_2022_09_18_12_22_22_119.jpg,-0.1613658,0.0,0.0,13.47254
center_2022_09_18_12_22_22_223.jpg,left_2022_09_18_12_22_22_223.jpg,right_2022_09_18_12_22_22_223.jpg,-0.2009892,0.0,0.0,13.07732
center_2022_09_18_12_22_22_329.jpg,left_2022_09_18_12_22_22_329.jpg,right_2022_09_18_12_22_22_329.jpg,-0.388712,0.0,0.0,13.14724
center_2022_09_18_12_22_22_434.jpg,left_2022_09_18_12_22_22_434.jpg,right_2022_09_18_12_22_22_434.jpg,-0.09099327,0.0,0.0,12.71764
center_2022_09_18_12_22_22_538.jpg,left_2022_09_18_12_22_22_538.jpg,right_2022_09_18_12_22_22_538.jpg,0.0,0.0,0.0,12.58705
center_2022_09_18_12_22_22_643.jpg,left_2022_09_18_12_22_22_643.jpg,right_2022_09_18_12_22_22_643.jpg,0.0,0.0,0.0,12.69321
center_2022_09_18_12_22_22_747.jpg,left_2022_09_18_12_22_22_747.jpg,right_2022_09_18_12_22_22_747.jpg,0.0,0.0,0.0,12.27387
center_2022_09_18_12_22_27_199.jpg,left_2022_09_18_12_22_27_199.jpg,right_2022_09_18_12_22_27_199.jpg,-0.3035349,0.0,0.0,17.46114
center_2022_09_18_12_22_27_303.jpg,left_2022_09_18_12_22_27_303.jpg,right_2022_09_18_12_22_27_303.jpg,-0.4340475,0.0,0.0,17.68065
center_2022_09_18_12_22_27_406.jpg,left_2022_09_18_12_22_27_406.jpg,right_2022_09_18_12_22_27_406.jpg,-0.5735946,0.0,0.0,16.95294
center_2022_09_18_12_22_27_506.jpg,left_2022_09_18_12_22_27_506.jpg,right_2022_09_18_12_22_27_506.jpg,-0.7990079,0.0,0.0,17.10444
center_2022_09_18_12_22_27_609.jpg,left_2022_09_18_12_22_27_609.jpg,right_2022_09_18_12_22_27_609.jpg,-0.7082111,0.0,0.0,16.4149
center_2022_09_18_12_22_27_713.jpg,left_2022_09_18_12_22_27_713.jpg,right_2022_09_18_12_22_27_713.jpg,-0.8746154,0.0,0.0,16.64512
center_2022_09_18_12_22_27_815.jpg,left_2022_09_18_12_22_27_815.jpg,right_2022_09_18_12_22_27_815.jpg,-0.5182722,0.0,0.0,16.50126
center_2022_09_18_12_22_27_919.jpg,left_2022_09_18_12_22_27_919.jpg,right_2022_09_18_12_22_27_919.jpg,0.0353955,0.0,0.0,15.89552
center_2022_09_18_12_22_28_024.jpg,left_2022_09_18_12_22_28_024.jpg,right_2022_09_18_12_22_28_024.jpg,0.3277592,0.079248,0.0,15.99498
center_2022_09_18_12_22_28_127.jpg,left_2022_09_18_12_22_28_127.jpg,right_2022_09_18_12_22_28_127.jpg,0.6266912,0.37818,0.0,15.47703
center_2022_09_18_12_22_28_233.jpg,left_2022_09_18_12_22_28_233.jpg,right_2022_09_18_12_22_28_233.jpg,0.3588212,0.07405558,0.0,15.95863
center_2022_09_18_12_22_28_340.jpg,left_2022_09_18_12_22_28_340.jpg,right_2022_09_18_12_22_28_340.jpg,0.3939281,0.1302573,0.0,15.80326
center_2022_09_18_12_22_28_443.jpg,left_2022_09_18_12_22_28_443.jpg,right_2022_09_18_12_22_28_443.jpg,0.2844056,0.3707856,0.0,15.48634
center_2022_09_18_12_22_28_649.jpg,left_2022_09_18_12_22_28_649.jpg,right_2022_09_18_12_22_28_649.jpg,0.1086021,0.0,0.0,15.36787
center_2022_09_18_12_22_28_752.jpg,left_2022_09_18_12_22_28_752.jpg,right_2022_09_18_12_22_28_752.jpg,0.4184718,0.3098697,0.0,15.80494
center_2022_09_18_12_22_28_857.jpg,left_2022_09_18_12_22_28_857.jpg,right_2022_09_18_12_22_28_857.jpg,0.2819547,0.02587082,0.0,15.90894
center_2022_09_18_12_22_32_150.jpg,left_2022_09_18_12_22_32_150.jpg,right_2022_09_18_12_22_32_150.jpg,-0.06607799,0.0,0.0,16.81872
center_2022_09_18_12_22_32_353.jpg,left_2022_09_18_12_22_32_353.jpg,right_2022_09_18_12_22_32_353.jpg,-0.2580072,0.0,0.0,16.44341
center_2022_09_18_12_22_32_454.jpg,left_2022_09_18_12_22_32_454.jpg,right_2022_09_18_12_22_32_454.jpg,-0.3583371,0.0,0.0,16.2086
center_2022_09_18_12_22_32_556.jpg,left_2022_09_18_12_22_32_556.jpg,right_2022_09_18_12_22_32_556.jpg,0.0595062,0.0,0.0,16.00603
center_2022_09_18_12_22_32_660.jpg,left_2022_09_18_12_22_32_660.jpg,right_2022_09_18_12_22_32_660.jpg,0.3707375,0.0,0.0,15.74706
center_2022_09_18_12_22_32_762.jpg,left_2022_09_18_12_22_32_762.jpg,right_2022_09_18_12_22_32_762.jpg,0.3369527,0.0,0.0,15.52126
